id,filter,text_JP,text
pp_enableDamageReduction_hint,,"- 神すら届かぬ深淵を目指す冒険者に祝福あれ -

※EAでは200階層までのバランスが主に調整され
正式版までに導入される全ての報酬や強化の恩恵なくしては
500階層以上では敵の攻撃でほぼ一撃死するバランスが想定されています。
このオプションを有効にすると、高レベル帯で敵と同等の強化を得られるようになります。

（レガシーオプションは実績に影響しません）
（レガシーオプションは廃止される可能性があります）","– Blessings upon the adventurers who seek the abyss, where even the gods cannot reach –

※ In Early Access, balance is primarily adjusted up to floor 200.
Without the full range of rewards and enhancements planned for the final release,
it is expected that enemies beyond floor 500 will deal fatal damage in a single hit.
Enabling this allows you to gain comparable enhancements to those of high-level enemies.

(Legacy options do not affect achievements.)
(Legacy options may be deprecated in the future.)"
pp_enableGeneDupe,,遺伝子組み換えNPCの自己複製を許可する,Allow genetically modified NPCs to self-replicate
pp_enableGeneDupe_hint,,"この設定が有効な時、自己増殖が可能なNPCは、遺伝子が組み込まれた状態でも自己複製します。

（レガシーオプションは実績に影響しません）
（レガシーオプションは廃止される可能性があります） ","When this setting is enabled, NPCs capable of self-replication will still reproduce even with genes added.


(Legacy options do not affect achievements.)
(Legacy options may be deprecated in the future.)"
pp_Legacy,,レガシー,Legacy
pp_Flavor,,フレーバー,Flavor
pp_noAging,,永遠の13歳,Eternal 13 Years Old
pp_noAging_hint,,"ユニークNPC以外の一般のNPCも年数経過で年をとらなくなります。
ただし13歳までは普通に年をとります。","NPCs other than unique ones will also no longer age over the years.
However, they age normally until the age of 13."
affinity_exp_bonus,,"あなたとの関係は「#1」。
<size=12>(#2% フィート経験値)</size>","Grown ""#1"" with you.
<size=12>(#2% Feat Exp)</size>"
daystogether_bonus,,<size=12>(#1% 全成長)</size>,<size=12>(#1% All Growth)</size>
raid_till,," 襲撃Lv.#1"," Raid Level: #1"
raid_ongoing,," *襲撃中*"," *Raid*"
azaz,talk,ル＝ヴァ…シェ＝ヌル…アザルゥ＝ル…,LU-VHA... SHE-NUR... AZHARU-LU...
contype_Stats,,状態,Condition
contype_Neutral,,状態,Condition
contype_Bad,,状態異常,Negative Condition
contype_Debuff,,呪い,Hex
contype_Disease,,病気,Disease
contype_Wrath,,怒り,Wrath
contype_Buff,,加護,Blessing
contype_Stance,,スタンス,Stance
contype_Sentense,,宣告,Sentence
net_marriage,net,#1は#2で#3に永遠の愛を誓った。,#1 vowed eternal love to #3 in #2.
history_marriage,,婚歴,Marriage History
item_marriage,,"#1 (#2年#3月 #4) ",#1 (#2/#3 in #4)
already_wed,,挙式済み,Already Wed
